idplayer;descCountry;idade;kills;deaths;KD
2607;br;;1272;1256;10.127
158;ar;30;9554;9435;10.126
1602;br;32;1555;1536;10.124
2174;br;37;655;647;10.124
631;br;21;3813;3767;10.122
2631;br;19;1826;1804;10.122
1364;br;25;4766;4709;10.121
575;ar;23;1616;1597;10.119
77;br;22;2149;2124;10.118
255;br;;941;930;10.118
576;br;;2103;2079;10.115
785;ar;19;4155;4108;10.114
1209;br;21;1962;1940;10.113
2636;br;18;1360;1345;10.112
1756;br;32;3107;3073;10.111
735;br;31;927;917;10.109
854;br;29;1956;1935;10.109
2604;br;21;4074;4031;10.107
478;cl;;667;660;10.106
2307;br;25;95;94;10.106
2712;br;22;3324;3289;10.106
2344;br;23;96;95;10.105
592;ar;30;101;100;10.100
643;br;30;2937;2908;10.100
2515;ar;33;2202;2181;10.096
783;ar;;212;210;10.095
181;br;22;1614;1599;10.094
1751;br;18;986;977;10.092
2363;br;;1529;1515;10.092
303;br;22;117;116;10.086
2575;br;36;700;694;10.086
1623;br;;3935;3902;10.085
908;br;31;1373;1362;10.081
2428;br;17;898;891;10.079
690;br;;1497;1486;10.074
2437;br;14;6786;6739;10.070
660;br;20;1921;1908;10.068
1522;br;35;1188;1180;10.068
2136;uy;19;1177;1169;10.068
2063;ar;16;1228;1220;10.066
2257;br;23;3218;3197;10.066
753;br;;935;929;10.065
1741;br;31;776;771;10.065
1370;br;18;2682;2665;10.064
1331;br;;1315;1307;10.061
542;br;29;709;705;10.057
2201;br;20;530;527;10.057
986;br;;5535;5504;10.056
1306;br;;1290;1283;10.055
1232;br;33;1836;1827;10.049
354;br;27;1771;1763;10.045
534;ar;20;1216;1211;10.041
395;br;16;1039;1035;10.039
2458;br;;3442;3429;10.038
1870;br;20;1953;1946;10.036
86;br;31;2775;2766;10.033
1008;ar;24;1045;1042;10.029
1413;br;22;6181;6164;10.028
1066;ar;24;370;369;10.027
2146;ar;23;8999;8976;10.026
726;br;18;1608;1604;10.025
2409;br;;508;507;10.020
953;br;29;1673;1670;10.018
1762;br;;7737;7725;10.016
2599;br;23;2196;2193;10.014
231;br;27;1496;1494;10.013
1852;br;24;2035;2033;10.010
1620;br;25;5794;5791;10.005
2139;br;24;7320;7318;10.003
142;br;19;94;94;10.000
143;br;20;476;476;10.000
256;br;;402;402;10.000
406;ar;;34;34;10.000
513;bo;;118;118;10.000
741;br;26;23;23;10.000
795;cl;19;98;98;10.000
827;br;;160;160;10.000
997;br;;153;153;10.000
1120;ar;19;413;413;10.000
1261;ar;21;83;83;10.000
1357;br;28;185;185;10.000
1411;br;;17;17;10.000
1657;br;29;871;871;10.000
1766;br;31;52;52;10.000
1857;ar;;9;9;10.000
1972;br;;26;26;10.000
2000;ar;18;1729;1729;10.000
2234;ar;24;81;81;10.000
2353;br;24;18;18;10.000
2462;br;;193;193;10.000
2645;ar;22;54;54;10.000
1772;br;24;3764;3770;0.9984
2346;br;;1038;1040;0.9981
2576;br;21;1524;1527;0.9980
1400;br;24;484;485;0.9979
1966;ar;23;2852;2859;0.9976
1260;br;37;6291;6308;0.9973
2487;br;33;4707;4721;0.9970
1936;br;20;3554;3567;0.9964
451;br;25;809;812;0.9963
1521;br;;1527;1533;0.9961
1152;br;22;220;221;0.9955
1028;ar;22;202;203;0.9951
792;br;23;751;755;0.9947
111;br;;1237;1244;0.9944
1320;br;21;3851;3873;0.9943
2001;br;22;4248;4274;0.9939
2659;br;32;463;466;0.9936
951;br;27;762;767;0.9935
154;br;26;432;435;0.9931
2223;br;21;141;142;0.9930
676;br;25;3346;3370;0.9929
396;ar;23;553;557;0.9928
1119;cl;24;137;138;0.9928
1647;br;23;410;413;0.9927
2166;br;21;2174;2190;0.9927
990;br;19;2605;2625;0.9924
1706;br;20;1887;1902;0.9921
1921;br;37;1805;1820;0.9918
394;br;25;690;696;0.9914
1466;us;24;110;111;0.9910
1621;ar;22;852;860;0.9907
1778;br;24;1149;1160;0.9905
2619;br;29;3206;3237;0.9904
1255;br;23;901;910;0.9901
2552;ar;22;100;101;0.9901
440;br;20;4468;4514;0.9898
2204;cl;26;483;488;0.9898
257;br;30;1335;1349;0.9896
2529;br;23;4278;4323;0.9896
2678;br;28;1038;1049;0.9895
2610;br;27;3115;3149;0.9892
1401;br;22;91;92;0.9891
1937;ar;27;628;635;0.9890
899;br;;3195;3231;0.9889
437;br;24;6081;6150;0.9888
1871;br;21;88;89;0.9888
844;br;29;1470;1487;0.9886
2460;br;21;1300;1315;0.9886
452;br;22;1880;1902;0.9884
370;br;22;10397;10528;0.9876
1136;br;;3277;3319;0.9873
138;br;30;3836;3886;0.9871
2560;br;29;3315;3359;0.9869
1768;br;23;1086;1101;0.9864
551;br;;430;436;0.9862
1828;br;25;1640;1663;0.9862
1353;br;24;1563;1585;0.9861
1616;br;19;210;213;0.9859
12;br;;343;348;0.9856
999;ar;18;6308;6401;0.9855
2660;br;24;2100;2131;0.9855
1632;br;31;3909;3967;0.9854
358;br;24;2066;2097;0.9852
1510;br;;2088;2120;0.9849
2490;ar;22;913;927;0.9849
2295;ar;26;1289;1309;0.9847
1592;br;;1207;1226;0.9845
1653;br;27;568;577;0.9844
2542;ar;29;501;509;0.9843
1144;br;19;6338;6440;0.9842
282;cl;32;4143;4212;0.9836
2017;ar;19;1741;1770;0.9836
669;br;;290;295;0.9831
